Mamber_ID,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,cluster_0_prob,cluster_1_prob,cluster_2_prob,Churn
3535,0,0,0,0,1,6,0,28,246.0712380733781,5.0,0,1.8478899177608623,0.6441342404976969,1,0.0,1.0,0.0,1
440,1,1,0,0,1,1,0,27,106.92192797972086,1.0,10,1.4471175942593395,1.6286433839032397,0,1.0,0.0,0.0,0
2350,1,1,0,1,1,1,0,32,13.45485959850933,1.0,1,1.8996615564564328,1.9642966177177936,0,1.0,0.0,0.0,0
477,0,1,1,1,1,1,0,27,147.0941065086934,1.0,0,0.4010557537959718,0.0,1,1.0,0.0,0.0,1
3461,1,1,0,0,1,1,0,33,66.41949985098354,1.0,1,2.7393337909380744,2.6703741022207104,0,1.0,0.0,0.0,0
3618,0,1,1,1,1,6,1,26,158.35892321141986,6.0,9,0.8567992130461721,1.0145136944332007,0,0.0,1.0,0.0,0
1117,0,0,0,0,1,1,0,30,133.64010757248352,1.0,0,1.0238152021097358,0.6446098718764732,1,1.0,0.0,0.0,1
715,0,1,1,1,1,1,1,25,87.95891689049293,1.0,0,1.5974410891365218,1.1903646108101988,1,1.0,0.0,0.0,1
2776,1,1,1,0,1,1,0,20,168.74393427071962,1.0,1,0.6039786669107805,0.0,1,1.0,0.0,0.0,1
2385,0,1,1,0,0,6,0,24,119.86606702293284,6.0,3,1.8793797227498183,1.8899837384269949,0,0.0,1.0,0.0,0
2718,1,1,1,0,0,12,0,29,59.52092825670328,12.0,1,1.472778971827282,1.6224140660748798,0,0.0,0.0,1.0,0
3978,1,1,0,0,1,1,0,32,267.99236703718947,1.0,5,3.3662508766767347,3.466298732545136,0,1.0,0.0,0.0,0
3747,1,1,1,1,1,12,1,31,143.42302668106737,9.0,10,1.8533939048007968,2.0463455048737464,0,0.0,0.0,1.0,0
6,1,1,1,1,0,6,1,32,94.2663885148517,6.0,2,1.138941228411322,1.2772416305372298,0,0.0,1.0,0.0,0
1529,1,1,0,1,1,1,0,25,138.30218386311884,1.0,2,0.4830235975261621,0.3960279942642548,0,1.0,0.0,0.0,0
1372,0,1,1,1,1,1,0,30,224.17364615416068,1.0,9,1.7593603511151106,1.8139427402412056,0,1.0,0.0,0.0,0
125,1,1,0,0,1,1,1,34,7.540132676980518,1.0,10,2.171613310156107,2.057809662003997,0,1.0,0.0,0.0,0
2896,0,1,0,0,1,1,0,31,100.75285254823277,1.0,2,2.0999255012455222,1.9706055084154668,0,1.0,0.0,0.0,0
2527,0,0,1,0,1,12,0,25,213.6840244097123,12.0,2,0.6333229952253094,0.5416915426072071,0,0.0,0.0,1.0,0
708,1,1,1,1,1,6,1,27,91.11360499957397,5.0,8,0.9362899524616748,0.8295698107863774,0,0.0,1.0,0.0,0
2475,0,1,1,1,1,12,1,35,145.19523644843426,11.0,3,2.7721715317820905,2.9194129052203945,0,0.0,0.0,1.0,0
3423,0,1,0,1,0,1,1,26,46.943630122129285,1.0,2,1.0694584301126082,1.1473350309093338,0,1.0,0.0,0.0,0
391,1,1,1,1,1,1,0,28,14.92449090026227,1.0,0,2.8474749112448148,2.2221456731534173,1,1.0,0.0,0.0,1
2606,1,1,1,1,1,1,1,31,221.5578743317332,1.0,5,2.0989042604827177,2.0520605890349253,0,1.0,0.0,0.0,0
220,1,1,1,1,1,1,0,31,259.2449021059656,1.0,3,1.7784779497632757,1.6217390426963392,0,1.0,0.0,0.0,0
985,1,1,0,0,1,12,0,25,223.25045973551929,12.0,1,0.0,0.0,0,0.0,0.0,1.0,0
3051,0,1,1,1,1,12,1,30,161.48621609467546,12.0,6,1.6479222255816235,1.6443270557758438,0,0.0,0.0,1.0,0
1238,0,1,1,0,1,12,1,34,253.59176843760457,12.0,20,2.7778468483662904,2.8797881866244373,0,0.0,0.0,1.0,0
1041,1,1,1,0,1,12,0,26,174.9963029192636,12.0,3,2.1626451124575703,2.3031390284746625,0,0.0,0.0,1.0,0
58,1,1,1,1,1,6,0,28,115.77487796084124,6.0,2,0.6335916085168876,0.7550997925776941,0,0.0,1.0,0.0,0
568,1,0,0,0,1,6,1,30,176.74025965981343,5.0,8,0.8921670731474824,0.8963046036634554,0,0.0,1.0,0.0,0
2456,1,1,0,0,1,1,0,25,4.395133813231396,1.0,2,0.9185248380898764,0.3256714518037325,1,1.0,0.0,0.0,1
813,1,1,1,1,1,6,1,34,115.8692419392405,4.0,9,0.6524742996782606,0.5706731218986523,0,0.0,1.0,0.0,0
3080,1,1,1,1,1,12,1,26,56.94788281980632,11.0,7,2.5191723964421286,2.743306595845327,0,0.0,0.0,1.0,0
2529,1,1,1,1,1,6,1,28,118.55952183035204,6.0,4,2.771893859067281,2.8557885018746973,0,0.0,1.0,0.0,0
703,1,1,1,1,1,6,1,27,70.64277601917334,5.0,3,2.807605072686872,2.7612555889274515,0,0.0,1.0,0.0,0
3417,0,1,1,0,1,1,1,25,128.12125852690212,1.0,2,1.743255984237666,0.1415983373233573,1,1.0,0.0,0.0,1
261,0,1,0,0,1,1,1,28,178.8156290810931,1.0,1,1.322342589574934,0.6748843911748569,1,1.0,0.0,0.0,1
3003,0,1,0,0,1,1,1,25,41.55150809284235,1.0,0,1.1785338886269203,0.8577300245771109,1,1.0,0.0,0.0,1
1091,0,1,0,0,1,1,0,36,303.639940285414,1.0,5,2.057776053510577,2.0685895895052813,0,1.0,0.0,0.0,0
2085,1,1,1,0,1,12,0,27,236.63233924104577,12.0,0,2.9656816490228315,2.9715322859413886,0,0.0,0.0,1.0,0
1293,1,1,0,0,0,1,0,27,153.42880008043952,1.0,0,2.7418800736655764,2.0125435315841864,1,1.0,0.0,0.0,1
1977,0,1,1,1,1,12,1,33,271.6397946173294,12.0,1,3.46600541821244,3.3411190892776226,0,0.0,0.0,1.0,0
1173,1,1,1,1,1,12,1,30,89.49282081156687,12.0,3,1.47375508079172,1.3761069793958474,0,0.0,0.0,1.0,0
3393,0,1,1,1,1,1,1,31,114.13888879061358,1.0,0,1.1789856640167085,0.3725672474641737,1,1.0,0.0,0.0,1
1136,0,1,1,1,1,12,1,26,21.18099992408479,8.0,4,1.6083794637060016,1.6526580177955472,0,0.0,0.0,1.0,0
1626,0,1,0,0,1,1,0,29,119.74851154471304,1.0,0,2.250292929157885,2.56673016734123,1,1.0,0.0,0.0,1
717,0,1,0,1,1,1,1,24,198.97169698732472,1.0,0,2.6069728231505387,1.5802841352817418,1,1.0,0.0,0.0,1
1748,0,0,0,0,1,1,1,28,94.71036824536486,1.0,3,2.461840194266061,2.3912544836833884,0,1.0,0.0,0.0,0
1025,0,1,1,1,1,12,1,30,191.3838798415796,12.0,11,1.867538385633848,1.7953775609599485,0,0.0,0.0,1.0,0
384,1,1,1,0,1,12,1,30,236.5476458403929,12.0,2,1.4378126093071897,1.4764932424964126,0,0.0,0.0,1.0,0
1554,0,1,1,1,1,6,1,26,373.247886460204,4.0,5,0.505485272687902,0.3899500133445985,0,0.0,1.0,0.0,0
588,1,1,0,0,0,1,0,30,314.0111374683157,1.0,2,2.0984145758068347,2.1887378952175607,0,1.0,0.0,0.0,0
1902,0,1,0,0,1,1,0,30,142.99677302200232,1.0,5,3.2431219344779616,3.2263818982613377,0,1.0,0.0,0.0,0
1477,1,1,0,0,1,6,0,27,202.53277516248863,6.0,1,0.5104664540944903,0.7206451913539654,0,0.0,1.0,0.0,0
2106,1,1,0,0,1,1,0,24,101.94383794052952,1.0,2,0.2927043199092649,0.0,1,1.0,0.0,0.0,1
3844,0,0,0,0,1,6,0,33,145.26880126508846,6.0,3,0.8117554319162408,0.7578959384867778,0,0.0,1.0,0.0,0
3634,0,1,1,0,1,12,0,30,176.3363948758738,8.0,6,2.165110621946571,2.1920769944248844,0,0.0,0.0,1.0,0
2772,0,1,1,1,1,12,1,36,332.4981531636322,11.0,2,0.373781347716535,0.5242026906126515,0,0.0,0.0,1.0,0
1724,1,1,1,1,1,6,0,36,178.314911147962,6.0,13,1.93259315433977,1.9090870019083035,0,0.0,1.0,0.0,0
1927,1,1,1,1,1,6,1,32,110.83994341421322,6.0,1,2.656839025273788,2.6911756917197267,0,0.0,1.0,0.0,0
2602,1,1,0,0,1,1,1,31,329.2944207267402,1.0,8,2.5603865598948383,2.406633235279746,0,1.0,0.0,0.0,0
3883,1,1,1,1,1,12,0,31,202.98928247042744,12.0,3,3.8740444107823886,3.864964778105651,0,0.0,0.0,1.0,0
855,0,1,1,1,1,6,1,28,4.74975346205413,6.0,3,2.5980428128998807,2.4537662244815817,0,0.0,1.0,0.0,0
1856,0,0,1,0,0,1,0,30,124.55484359318903,1.0,3,1.1584537141474724,0.0,1,1.0,0.0,0.0,1
3086,0,1,0,0,1,12,1,23,183.97524473445085,12.0,7,0.6940414958852863,0.8702807068800078,0,0.0,0.0,1.0,0
3721,1,1,0,0,1,1,0,28,162.3447885050194,1.0,0,1.0417493364854735,1.257552028707761,1,1.0,0.0,0.0,1
1737,0,0,0,0,1,1,0,29,54.07333897184201,1.0,2,1.5517139095552592,1.3639330344192988,1,1.0,0.0,0.0,1
3899,0,0,1,0,1,1,0,30,165.61685791308986,1.0,1,2.126841322981253,1.1212046625690797,1,1.0,0.0,0.0,1
3595,1,1,1,1,1,12,0,24,126.40422568303823,10.0,1,1.5956728115208942,1.627901886857026,0,0.0,0.0,1.0,0
2255,1,1,0,1,1,6,1,30,119.87912014377684,6.0,2,1.0721259534172431,1.1171436187531387,0,0.0,1.0,0.0,0
1056,1,1,1,0,1,1,1,28,272.1537800794748,1.0,23,3.020038658452488,3.0292756951327187,0,1.0,0.0,0.0,0
819,1,0,1,0,1,1,0,33,93.77860345256892,1.0,3,1.4268087984908029,1.422600935295218,0,1.0,0.0,0.0,0
3354,1,0,1,0,1,1,0,33,178.1731909740142,1.0,4,1.6028255043466897,0.6218115255976981,1,1.0,0.0,0.0,1
3749,0,1,1,1,1,6,1,32,230.4929193390112,6.0,9,1.653517720989722,1.5927440641898056,0,0.0,1.0,0.0,0
3784,1,1,0,1,1,6,1,32,169.9852483119726,6.0,1,3.504664552284362,3.686428116450616,0,0.0,1.0,0.0,0
2423,1,1,1,1,1,6,0,31,75.48730754249237,6.0,11,2.51454555211078,2.5547178164073245,0,0.0,1.0,0.0,0
1693,0,1,1,1,1,12,0,29,59.38630832241975,12.0,2,3.2707780892391622,3.189463279706904,0,0.0,0.0,1.0,0
455,1,1,1,1,1,6,1,31,124.3214760763662,6.0,2,1.5016248416893978,1.5973166801296084,0,0.0,1.0,0.0,0
52,1,1,0,1,1,1,1,30,252.9156830285072,1.0,1,1.491547003063834,1.0592608497344491,1,1.0,0.0,0.0,1
1656,0,1,1,1,1,1,1,32,345.1237217670508,1.0,3,2.596908488189815,2.653751465176128,0,1.0,0.0,0.0,0
2530,0,1,0,1,1,1,0,24,84.03725036498153,1.0,3,1.8924676174969133,1.9353552194528687,0,1.0,0.0,0.0,0
20,1,1,0,0,1,6,1,29,338.5968593027536,6.0,1,3.5635989884526174,3.479553072853101,0,0.0,1.0,0.0,0
1418,0,1,0,0,1,1,0,31,117.94858799940502,1.0,4,3.2368789584813045,3.265284907408725,0,1.0,0.0,0.0,0
415,1,1,1,1,1,12,1,24,225.38947395892288,12.0,6,1.0458160898068205,0.9626700286475816,0,0.0,0.0,1.0,0
1852,1,1,0,0,1,1,0,24,288.16018239102266,1.0,10,0.6624186395576679,0.7082963424492902,0,1.0,0.0,0.0,0
194,1,0,1,1,1,12,0,29,171.7258460743299,12.0,9,2.6694114034494203,2.7910690859003227,0,0.0,0.0,1.0,0
1213,1,1,0,1,1,12,0,30,262.7596082487759,12.0,1,3.5553068536629486,3.6528841412075015,0,0.0,0.0,1.0,0
2564,0,1,0,0,1,12,0,31,241.9689116367653,12.0,4,1.9680986329717969,1.7568197034771091,0,0.0,0.0,1.0,0
1086,0,1,1,1,1,12,1,31,318.834106754099,8.0,14,3.167324540739441,3.091391909714281,0,0.0,0.0,1.0,0
3630,1,1,0,0,1,1,1,32,184.7793438740406,1.0,2,2.5410211154611577,2.445104269504688,0,1.0,0.0,0.0,0
1217,1,0,0,0,1,1,0,34,226.3665918671137,1.0,6,3.215906714889296,3.2488859487010093,0,1.0,0.0,0.0,0
1658,1,1,0,1,1,12,1,25,117.43491868004976,12.0,3,1.259998508047876,1.34939172723292,0,0.0,0.0,1.0,0
264,1,1,0,0,0,6,0,37,362.6004771822383,6.0,10,2.2454800107757458,2.2937169782711733,0,0.0,1.0,0.0,0
2465,0,1,1,1,1,12,1,28,5.932281946404352,11.0,4,1.1637260182583584,0.9715894547676742,0,0.0,0.0,1.0,0
2342,1,1,0,0,1,1,1,32,442.97635544956887,1.0,1,1.8846850020767243,1.9692095350694496,0,1.0,0.0,0.0,0
1454,1,1,0,0,1,12,1,27,325.2728594136971,12.0,4,1.5025238673048351,1.6521025218632477,0,0.0,0.0,1.0,0
2075,0,1,1,0,1,1,1,25,70.92976572872263,1.0,1,1.3354207466363408,0.0645658511975184,1,1.0,0.0,0.0,1
3660,0,0,1,0,1,6,1,31,83.38504665665523,6.0,8,2.4394038959307784,2.322534011583156,0,0.0,1.0,0.0,0
1633,0,1,0,0,1,1,0,32,238.4945726653004,1.0,2,1.5978777967539437,1.540783727352813,0,1.0,0.0,0.0,0
2287,1,1,0,0,1,1,1,30,150.22203685612638,1.0,2,1.1886369604758575,1.2196893237399349,0,1.0,0.0,0.0,0
2494,0,1,1,1,1,1,0,27,106.46947543075945,1.0,2,1.8532964554815468,1.271541177872776,1,1.0,0.0,0.0,1
3094,1,1,0,0,1,1,0,21,258.05757766327525,1.0,0,1.3670803623864016,1.200516395870169,1,1.0,0.0,0.0,1
318,0,1,1,1,1,12,1,34,169.3236577161879,12.0,1,2.0776150864142804,2.182571210490278,0,0.0,0.0,1.0,0
2688,0,1,1,0,1,6,0,27,144.34446888911242,5.0,7,3.605939673651944,3.6155419808255367,0,0.0,1.0,0.0,0
3117,1,1,0,1,1,6,1,30,140.5278325658633,6.0,6,2.341299549062497,2.242707159516061,0,0.0,1.0,0.0,0
579,1,1,0,0,1,1,0,30,115.13026809051144,1.0,1,0.7408261559821505,0.7333466343264258,0,1.0,0.0,0.0,0
629,1,1,1,1,1,1,0,33,286.6569804994007,1.0,4,2.371806177668119,2.303929644613667,0,1.0,0.0,0.0,0
3863,1,1,1,0,0,1,1,27,157.1239211794612,1.0,16,1.3405941878141852,1.099388660613719,0,1.0,0.0,0.0,0
3793,0,1,0,0,1,1,1,30,169.01137084506274,1.0,9,2.537157021157041,2.4518853375074303,0,1.0,0.0,0.0,0
48,1,1,0,1,1,1,1,25,152.95423818790002,1.0,12,2.915044970361457,2.8685849547070923,0,1.0,0.0,0.0,0
1756,1,1,0,0,1,1,1,30,456.86100148390966,1.0,2,1.9372769321133143,2.011021461300229,0,1.0,0.0,0.0,0
2817,1,1,1,1,1,1,0,28,220.8034185531359,1.0,10,2.9965073231634056,3.1112447609277543,0,1.0,0.0,0.0,0
803,1,0,0,0,1,1,1,23,125.35134141182924,1.0,1,1.5704691480347972,1.2935568518618563,1,1.0,0.0,0.0,1
1952,0,1,0,0,1,6,0,31,46.97199025182829,4.0,2,1.2545434905046309,1.3128055864662218,1,0.0,1.0,0.0,1
1735,1,1,0,0,1,12,1,33,229.1895291799069,12.0,6,0.5550548448426749,0.4485911415242242,0,0.0,0.0,1.0,0
1957,0,0,1,0,1,1,0,35,47.746878947286966,1.0,1,1.4113716313553093,1.141037890011168,1,1.0,0.0,0.0,1
223,0,1,1,1,1,12,1,31,191.1440194124347,7.0,5,3.8261366626517175,3.762327666183237,0,0.0,0.0,1.0,0
585,0,0,0,0,0,12,0,29,181.10997605886428,11.0,3,3.646066316674504,3.704629561648976,0,0.0,0.0,1.0,0
3800,1,1,1,0,1,1,0,26,92.67190306702032,1.0,2,0.7749876774809344,0.0,1,1.0,0.0,0.0,1
3157,0,1,1,0,1,6,1,33,40.37335229335008,6.0,8,1.460942166269109,1.3737401997506398,0,0.0,1.0,0.0,0
360,0,1,0,0,1,6,1,33,196.23040389874083,5.0,4,2.5822911183480226,2.6319724284885377,0,0.0,1.0,0.0,0
1235,0,0,0,0,0,1,0,33,141.41187728644113,1.0,5,1.6940658154673374,1.6404944200913902,0,1.0,0.0,0.0,0
1647,1,1,0,0,1,1,1,22,196.3683020694138,1.0,1,0.1788596066302208,0.0,1,1.0,0.0,0.0,1
3446,0,1,0,1,1,1,0,28,238.06974640878047,1.0,2,0.5348005650482998,0.3265163412120638,1,1.0,0.0,0.0,1
829,0,0,0,0,1,1,0,30,32.64928000044888,1.0,0,2.1826540142142754,1.821093306086528,1,1.0,0.0,0.0,1
2845,0,0,1,1,0,6,0,32,279.3358720343191,6.0,1,2.8640920218045163,2.8484248968636305,0,0.0,1.0,0.0,0
2600,0,1,1,0,1,6,1,29,0.5563518929473474,4.0,6,3.650142094875704,3.63342603358528,0,0.0,1.0,0.0,0
3963,0,1,0,0,1,1,0,32,178.56761472566342,1.0,2,0.4787570785967441,0.694167687830635,0,1.0,0.0,0.0,0
689,0,1,0,0,1,12,0,36,95.49786804587023,12.0,1,1.3226478692302126,1.2512603554097608,0,0.0,0.0,1.0,0
3733,0,1,1,1,1,6,0,29,273.50845086735444,6.0,4,2.1980122841628784,2.395981753504872,0,0.0,1.0,0.0,0
1599,0,1,0,1,1,6,0,35,194.8371329254604,5.0,13,1.0943711963190828,1.180329390710097,0,0.0,1.0,0.0,0
964,0,1,0,1,1,6,0,29,98.6952598267108,5.0,3,2.7224650710789846,2.6870430665025498,0,0.0,1.0,0.0,0
468,1,1,0,1,0,6,1,32,150.3640478291993,3.0,2,1.6508233364910487,1.6503167574254858,0,0.0,1.0,0.0,0
1315,1,1,0,0,1,12,1,31,293.9504650664701,11.0,12,2.0009118135863435,1.911062928457248,0,0.0,0.0,1.0,0
2250,0,1,1,1,1,12,1,28,142.68216428149182,12.0,6,1.016788513605989,0.9284467027790844,0,0.0,0.0,1.0,0
1147,0,0,0,0,1,1,1,33,245.0617577538123,1.0,8,1.6914216907847293,1.579533775197116,0,1.0,0.0,0.0,0
1686,1,1,0,0,1,1,0,29,257.66087890491417,1.0,1,2.7098574790994605,1.4187030914677017,1,1.0,0.0,0.0,1
286,0,1,1,1,1,1,0,33,208.2639472715427,1.0,3,0.7050053772128169,0.7011471402283354,0,1.0,0.0,0.0,0
1222,1,1,1,1,0,1,1,28,169.40082006091228,1.0,0,1.5999045840342836,1.373671403282156,1,1.0,0.0,0.0,1
2680,0,0,1,0,1,6,0,33,181.0317045438541,5.0,4,2.447197442522662,2.6365020702614914,0,0.0,1.0,0.0,0
1714,0,1,0,0,1,1,1,28,51.1533679745751,1.0,1,4.189220342583576,4.1649428741091565,0,1.0,0.0,0.0,0
2705,0,1,1,0,1,6,1,32,85.52846086147285,6.0,4,0.0,0.0,0,0.0,1.0,0.0,0
3016,1,1,1,0,1,12,0,28,304.9223802169996,12.0,14,1.0785943305307817,1.0228579387236485,0,0.0,0.0,1.0,0
1482,1,1,1,0,1,12,0,35,349.43096802003936,12.0,6,0.4566045658669202,0.4368803667388908,0,0.0,0.0,1.0,0
2183,1,1,1,1,1,6,1,27,0.1482047884566242,6.0,0,0.2602008278592247,0.0,1,0.0,1.0,0.0,1
3382,1,0,0,0,1,1,0,26,85.33765337773094,1.0,1,0.8602368275166494,0.3024923783916896,1,1.0,0.0,0.0,1
1230,1,1,0,0,1,1,0,27,89.08346726857978,1.0,1,1.0395387193927803,0.1055940201551037,1,1.0,0.0,0.0,1
97,1,1,1,1,1,6,1,31,23.30183743832832,6.0,6,1.0401576639009331,0.9848822199189222,0,0.0,1.0,0.0,0
1099,1,1,0,0,1,12,0,30,70.03765493162818,8.0,10,0.968884444677478,0.9593346484596834,0,0.0,0.0,1.0,0
72,1,1,1,1,1,6,0,29,134.56411185989518,5.0,0,1.7258345652501248,0.8948147737986513,1,0.0,1.0,0.0,1
3464,1,1,0,0,1,1,0,26,332.0022124310275,1.0,3,2.0888837467375345,2.158351290003765,0,1.0,0.0,0.0,0
3482,0,1,0,0,1,1,0,27,104.74033499350674,1.0,0,2.370923262145201,1.3816195721925952,1,1.0,0.0,0.0,1
795,0,1,1,0,1,12,0,29,173.70335930299217,12.0,5,1.9648152577785805,1.945825779531037,0,0.0,0.0,1.0,0
1767,1,1,1,1,1,12,1,34,245.7797284163932,12.0,5,0.5807355352350287,0.3848054991690998,0,0.0,0.0,1.0,0
3041,0,1,0,0,0,1,0,30,5.812304034204723,1.0,12,1.2709982110577314,1.3001899570191455,0,1.0,0.0,0.0,0
2060,1,1,0,0,1,1,1,32,250.28125390642955,1.0,5,2.805795990050925,2.6114374921282426,0,1.0,0.0,0.0,0
285,0,1,0,0,1,1,0,28,60.42205160338389,1.0,0,0.956177999272542,0.3264269663717421,1,1.0,0.0,0.0,1
557,1,0,0,0,1,1,0,28,56.823615287203424,1.0,15,0.7946581486700692,0.8391854683375326,0,1.0,0.0,0.0,0
3484,1,0,0,0,1,1,0,31,180.52488863182109,1.0,19,1.7983632412464947,1.8237447786550047,0,1.0,0.0,0.0,0
3806,0,1,0,0,1,12,0,26,41.4372718797149,6.0,1,1.6715906964320733,1.7027748326841106,1,0.0,0.97,0.03,1
1195,1,1,0,0,1,6,0,33,173.46431196182837,3.0,5,3.994193536516807,4.014588916381742,0,0.0,1.0,0.0,0
1829,1,1,1,1,1,6,1,32,129.99140728108637,2.0,6,3.105692493969686,3.155661870422379,0,0.0,1.0,0.0,0
3945,0,1,0,0,1,1,0,31,139.66526582851327,1.0,0,1.162559573400769,1.0014959153056522,1,1.0,0.0,0.0,1
315,1,1,1,1,1,12,0,35,211.4301418593365,12.0,1,2.728726608860255,2.729694407590572,0,0.0,0.0,1.0,0
1604,0,1,0,0,1,6,0,25,197.64368761520623,6.0,1,2.4960892076776244,2.366013491786344,1,0.0,1.0,0.0,1
1210,0,1,0,1,1,1,0,26,229.1575577760353,1.0,1,2.0286970930472386,2.607832751381053,1,1.0,0.0,0.0,1
926,1,1,1,1,1,12,0,30,293.59003001557545,12.0,1,1.1656649732704905,1.3160543826641709,0,0.0,0.0,1.0,0
133,0,1,0,0,1,6,1,27,227.86063342991784,6.0,4,2.515823611144828,2.504537284981847,0,0.0,1.0,0.0,0
2010,0,1,0,0,1,1,0,30,25.35211056853969,1.0,6,1.789534742536026,0.8454130188373666,1,1.0,0.0,0.0,1
3971,1,1,0,0,1,1,0,27,60.63624323322423,1.0,0,0.7551270745890979,0.0,1,1.0,0.0,0.0,1
2062,1,1,1,0,1,1,1,34,170.2636937510836,1.0,4,3.7830560046903066,3.746069270377358,0,1.0,0.0,0.0,0
2803,0,1,0,0,1,1,1,31,123.36155454828057,1.0,3,0.9172427960985972,0.8858597310526942,0,1.0,0.0,0.0,0
602,1,1,0,0,1,6,0,26,128.95598022357177,6.0,3,0.5378978904993618,0.0,1,0.0,1.0,0.0,1
3566,0,1,0,0,1,6,0,25,313.46882085109405,6.0,1,3.1960798185516266,3.2849455083851216,0,0.0,1.0,0.0,0
1103,0,1,0,0,1,1,1,26,1.2504126831117477,1.0,3,1.903782144951612,1.8052061891856463,0,1.0,0.0,0.0,0
1399,0,0,1,0,1,1,0,28,154.01998484356017,1.0,2,1.3338984948399022,1.31776651342082,0,1.0,0.0,0.0,0
203,0,1,1,1,1,12,1,31,186.37316604299045,12.0,3,3.0195066746929387,2.9909152993492265,0,0.0,0.0,1.0,0
1592,1,1,1,1,1,12,1,34,271.590185159796,8.0,3,2.085466125778832,2.175455226543712,0,0.0,0.0,1.0,0
3734,0,0,1,0,1,6,0,31,293.85146551824766,6.0,4,2.392453905850388,2.4223453680749527,0,0.0,1.0,0.0,0
949,0,1,1,1,1,12,0,30,158.4071384442397,11.0,1,1.4692737957619273,1.5414041843988129,0,0.0,0.0,1.0,0
3870,0,1,0,0,0,1,1,24,85.76724843702486,1.0,0,0.7861322994298774,0.0,1,1.0,0.0,0.0,1
3756,1,1,0,0,1,1,0,34,215.7882885847871,1.0,1,2.363757058997204,2.156248176227869,0,1.0,0.0,0.0,0
996,1,1,0,0,1,1,1,33,208.07167249654805,1.0,8,1.9744165809482888,1.5187662566696254,1,1.0,0.0,0.0,1
2833,0,1,0,0,1,1,1,29,5.711843027548937,1.0,2,0.6676969360402809,0.5640664116076958,0,1.0,0.0,0.0,0
2484,0,1,1,0,1,12,0,27,24.45936878591516,12.0,2,2.6633206166163275,2.6168078795251533,0,0.0,0.0,1.0,0
1458,1,1,0,0,0,1,0,25,76.1906156000988,1.0,2,1.940429066556412,1.196067285243264,1,1.0,0.0,0.0,1
2100,1,1,0,0,1,1,0,30,26.24817233015464,1.0,0,2.1354837829691395,1.8445647852104272,1,1.0,0.0,0.0,1
11,1,1,1,0,1,1,0,27,266.7838237446521,1.0,2,2.3485353357599856,1.5843158272716689,1,1.0,0.0,0.0,1
1648,0,1,0,0,1,1,1,32,166.40115948657956,1.0,3,1.346592866845448,1.3522689388705098,0,1.0,0.0,0.0,0
2123,0,1,1,0,1,1,1,28,47.45405074759345,1.0,2,0.7526287475394029,0.6604808089616234,1,1.0,0.0,0.0,1
344,0,1,0,0,1,1,0,21,215.3961708621793,1.0,0,0.698017013292463,0.9852456922978956,1,1.0,0.0,0.0,1
1918,0,1,1,1,1,12,1,32,123.57555168959428,12.0,1,2.378452760175456,2.0301085407577384,0,0.0,0.0,1.0,0
3879,0,1,1,0,1,1,1,34,92.43200584140943,1.0,9,3.092172614433641,3.0186286325282827,0,1.0,0.0,0.0,0
2315,1,1,1,1,0,6,1,30,101.52248116844336,3.0,3,1.7801676311169046,1.5532697607224,0,0.0,1.0,0.0,0
442,0,1,0,0,1,6,0,30,113.12767610499156,5.0,2,2.2049673943325114,2.3013993469212366,0,0.0,1.0,0.0,0
1944,0,1,1,1,1,6,1,33,11.99348778243183,6.0,1,4.2100839868812185,4.293216446552065,0,0.0,1.0,0.0,0
3014,1,1,1,0,1,1,0,25,170.77453290536926,1.0,0,3.0702638556744297,2.5568760181835737,1,1.0,0.0,0.0,1
157,1,1,1,1,1,12,1,26,9.423026461182417,7.0,6,1.9550516008299943,2.0725866215365936,0,0.0,0.0,1.0,0
2588,0,1,0,0,1,1,0,33,131.7147704107877,1.0,4,1.3791971447432405,1.3570183363950292,0,1.0,0.0,0.0,0
1636,0,1,1,1,1,1,0,33,9.080424533735531,1.0,2,2.189759249280764,1.9908798743480576,0,1.0,0.0,0.0,0
3258,1,1,0,0,1,1,0,31,115.36582155789505,1.0,3,1.82345937792294,0.4556341767301499,1,1.0,0.0,0.0,1
505,0,0,1,0,1,1,0,31,89.53706164603625,1.0,7,1.626797146046976,1.5726310612677157,0,1.0,0.0,0.0,0
1245,0,0,0,0,1,1,0,23,103.93075384201325,1.0,1,1.189314707821702,0.887563135008222,1,1.0,0.0,0.0,1
2110,1,1,1,0,1,1,0,27,162.813871297363,1.0,2,1.040658011283356,0.736265158509497,1,1.0,0.0,0.0,1
2513,0,1,1,1,1,12,1,26,96.17802383494914,12.0,6,0.6393106201800414,0.5778588160475251,0,0.0,0.0,1.0,0
18,0,1,0,0,1,1,1,30,97.80431525583174,1.0,8,1.50707557553785,1.5787380483152962,0,1.0,0.0,0.0,0
1765,1,1,0,1,1,1,0,28,54.87087155545128,1.0,2,1.8680827187300248,1.7528385554059644,1,1.0,0.0,0.0,1
2561,1,1,0,0,1,6,1,23,7.218641618811588,6.0,0,2.5881364232459703,2.340501795994716,1,0.0,1.0,0.0,1
200,0,1,1,0,1,1,0,34,46.49219971093142,1.0,0,1.0107713015838713,0.0,1,1.0,0.0,0.0,1
